MET,	Altitude,	Pressure,	Temperature,	DeltaH,	Acceleration X,	Y,	Z,	Orientation X,	Y,	Z,	GPS Latitude,	GPS Longitude,	Software State
0:1:12,87.68,101377.00,26.30,-0.08,-9.67,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:13,87.68,101372.00,26.30,0.00,-9.68,-0.39,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:13,88.35,101378.00,26.30,0.66,-9.66,-0.42,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:13,87.60,101378.00,26.30,-0.75,-9.66,-0.41,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:13,87.77,101379.00,26.30,0.17,-9.69,-0.42,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:13,87.43,101380.00,26.30,-0.33,-9.68,-0.40,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:13,87.60,101376.00,26.30,0.17,-9.67,-0.40,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:13,87.60,101376.00,26.30,0.00,-9.67,-0.43,-0.21,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:13,87.93,101381.00,26.30,0.33,-9.68,-0.40,-0.14,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:14,87.60,101376.00,26.30,-0.33,-9.66,-0.41,-0.21,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:14,87.85,101377.00,26.30,0.25,-9.68,-0.40,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:14,87.60,101383.00,26.30,-0.25,-9.69,-0.41,-0.21,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:14,87.35,101377.00,26.30,-0.25,-9.67,-0.41,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:14,87.77,101378.00,26.30,0.42,-9.69,-0.41,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:14,87.85,101373.00,26.30,0.08,-9.68,-0.38,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:14,87.52,101383.00,26.30,-0.33,-9.69,-0.42,-0.22,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:14,87.68,101375.00,26.30,0.17,-9.66,-0.42,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:15,87.35,101380.00,26.30,-0.33,-9.68,-0.43,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:15,88.01,101378.00,26.30,0.66,-9.68,-0.40,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:15,88.01,101380.00,26.30,0.00,-9.68,-0.41,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:15,87.85,101373.00,26.30,-0.17,-9.67,-0.39,-0.15,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:15,87.85,101376.00,26.30,0.00,-9.67,-0.41,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:15,88.01,101374.00,26.30,0.17,-9.68,-0.39,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:15,88.10,101378.00,26.30,0.08,-9.66,-0.41,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:15,88.01,101371.00,26.30,-0.08,-9.68,-0.42,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:16,87.68,101373.00,26.30,-0.33,-9.67,-0.40,-0.21,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:16,88.26,101375.00,26.30,0.58,-9.67,-0.39,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:16,87.85,101373.00,26.30,-0.42,-9.67,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:16,87.68,101377.00,26.30,-0.17,-9.68,-0.41,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:16,88.18,101376.00,26.30,0.50,-9.67,-0.42,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:16,87.77,101373.00,26.30,-0.41,-9.68,-0.42,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:16,87.52,101373.00,26.30,-0.25,-9.68,-0.40,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:16,87.27,101381.00,26.30,-0.25,-9.67,-0.42,-0.14,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:17,87.85,101379.00,26.30,0.58,-9.67,-0.41,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:17,87.43,101377.00,26.30,-0.42,-9.68,-0.40,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:17,87.68,101377.00,26.30,0.25,-9.70,-0.41,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:17,87.93,101370.00,26.40,0.25,-9.67,-0.43,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:17,87.52,101378.00,26.30,-0.42,-9.67,-0.42,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:17,87.27,101378.00,26.30,-0.25,-9.67,-0.39,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:17,87.60,101385.00,26.40,0.33,-9.66,-0.41,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:17,87.60,101385.00,26.40,0.00,-9.68,-0.40,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:18,87.68,101382.00,26.40,0.08,-9.69,-0.40,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:18,87.27,101381.00,26.40,-0.42,-9.68,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:18,86.69,101382.00,26.40,-0.58,-9.68,-0.38,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:18,86.85,101376.00,26.40,0.17,-9.66,-0.41,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:18,87.18,101388.00,26.40,0.33,-9.69,-0.37,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:18,87.10,101388.00,26.40,-0.08,-9.67,-0.40,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:18,87.18,101385.00,26.40,0.08,-9.68,-0.39,-0.21,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:18,87.10,101383.00,26.30,-0.08,-9.68,-0.39,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:19,86.94,101384.00,26.30,-0.17,-9.69,-0.41,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:19,87.27,101386.00,26.40,0.33,-9.67,-0.37,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:19,87.10,101383.00,26.40,-0.17,-9.70,-0.43,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:19,87.43,101382.00,26.40,0.33,-9.69,-0.42,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:19,87.60,101380.00,26.40,0.17,-9.65,-0.39,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:19,87.68,101373.00,26.40,0.08,-9.67,-0.41,-0.14,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:19,87.35,101381.00,26.40,-0.33,-9.68,-0.42,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:19,87.93,101385.00,26.40,0.58,-9.69,-0.42,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:20,87.93,101382.00,26.40,0.00,-9.67,-0.41,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:20,87.77,101374.00,26.40,-0.17,-9.67,-0.42,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:20,87.27,101385.00,26.40,-0.50,-9.68,-0.42,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:20,87.02,101381.00,26.40,-0.25,-9.67,-0.39,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:20,87.10,101378.00,26.40,0.08,-9.67,-0.39,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:20,87.85,101380.00,26.40,0.75,-9.69,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:20,87.18,101389.00,26.40,-0.66,-9.71,-0.41,-0.15,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:20,87.18,101383.00,26.40,0.00,-9.67,-0.40,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:21,86.94,101381.00,26.40,-0.25,-9.66,-0.41,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:21,87.35,101376.00,26.40,0.42,-9.68,-0.42,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:21,87.02,101380.00,26.40,-0.33,-9.66,-0.42,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:21,87.18,101383.00,26.40,0.17,-9.68,-0.38,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:21,87.43,101387.00,26.40,0.25,-9.69,-0.41,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:21,87.35,101382.00,26.40,-0.08,-9.70,-0.42,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:21,87.35,101382.00,26.40,0.00,-9.68,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:21,87.35,101386.00,26.40,0.00,-9.66,-0.40,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:22,86.94,101383.00,26.40,-0.42,-9.66,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:22,87.35,101382.00,26.40,0.42,-9.69,-0.36,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:22,87.18,101383.00,26.40,-0.17,-9.67,-0.42,-0.15,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:22,87.18,101379.00,26.40,0.00,-9.69,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:22,87.52,101384.00,26.40,0.33,-9.68,-0.42,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:22,87.68,101379.00,26.40,0.17,-9.68,-0.41,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:22,87.60,101380.00,26.40,-0.08,-9.68,-0.41,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:22,87.27,101383.00,26.40,-0.33,-9.68,-0.40,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:23,87.60,101376.00,26.40,0.33,-9.67,-0.41,-0.15,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:23,87.35,101384.00,26.40,-0.25,-9.67,-0.41,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:23,87.10,101373.00,26.40,-0.25,-9.67,-0.41,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:23,87.10,101375.00,26.40,0.00,-9.68,-0.39,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:23,87.85,101378.00,26.40,0.75,-9.68,-0.43,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:23,87.68,101380.00,26.40,-0.17,-9.67,-0.39,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:23,87.68,101378.00,26.40,0.00,-9.68,-0.38,-0.15,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:23,87.77,101384.00,26.40,0.08,-9.68,-0.41,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:24,87.68,101382.00,26.40,-0.08,-9.68,-0.40,-0.19,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:24,87.27,101380.00,26.40,-0.42,-9.70,-0.40,-0.22,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:24,87.18,101380.00,26.40,-0.08,-9.70,-0.40,-0.15,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:24,87.35,101377.00,26.40,0.17,-9.69,-0.42,-0.18,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:24,87.60,101382.00,26.40,0.25,-9.66,-0.40,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:24,87.52,101382.00,26.40,-0.08,-9.65,-0.43,-0.24,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:24,87.52,101382.00,26.40,0.00,-9.67,-0.37,-0.15,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:24,87.35,101385.00,26.40,-0.17,-9.68,-0.43,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:25,87.43,101382.00,26.40,0.08,-9.68,-0.40,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:25,87.52,101386.00,26.40,0.08,-9.66,-0.39,-0.21,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:25,87.02,101378.00,26.40,-0.50,-9.65,-0.38,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:25,87.93,101379.00,26.40,0.91,-9.67,-0.42,-0.17,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:25,87.77,101375.00,26.40,-0.17,-9.66,-0.39,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:25,88.10,101376.00,26.40,0.33,-9.66,-0.43,-0.16,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:25,87.60,101379.00,26.40,-0.50,-9.69,-0.41,-0.21,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:25,87.18,101380.00,26.40,-0.42,-9.66,-0.42,-0.14,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:26,87.77,101377.00,26.40,0.58,-9.68,-0.40,-0.20,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:26,87.60,101377.00,26.40,-0.17,-9.67,-0.38,-0.15,0.00,-87.38,177.63,0.00,0.00,Standby
0:1:26,87.43,101379.00,26.40,-0.17,-9.68,-0.39,-0.22,0.00,-87.38,177.63,0.00,0.00,Standby
